id,score,quality,advantage,disadvantage,suggestion,remark,created_at,updated_at,user_id,task_id
236,8,4,สวยงาม น่าสนใจ,ลายมือให้สวยงาม,แผนภาพให้มีความสมบูรณ์ และเขียนลายมือให้สวยงามยิ่งขึ้น,,2019-09-06 07:27:33.822317,2019-09-06 07:27:42.78104,338,194
238,10,4,ทำถูกทุกข้อ,,สอบแก้ตัว,,2019-09-06 07:28:26.437488,2019-09-06 07:28:46.779063,340,193
248,18,,,,,,2019-09-06 07:29:56.187966,2019-09-06 07:29:56.187966,352,192
246,5,,,,,,2019-09-06 07:29:45.316174,2019-09-06 07:30:07.862677,351,165
214,16,,,,,,2019-09-06 07:23:16.382142,2019-09-06 07:23:16.382142,326,182
184,8,,,,,,2019-09-06 07:22:06.534342,2019-09-06 07:23:25.76337,347,143
213,8,4,ชิ้นงานมีความสมบูรณ์,ลายมือยังไม่สวย,พัฒนาลายมือให้สวยขึ้นและเขียนให้เป็นระเบียบ,แค่ตั้งใจก็สำเร็จแล้ว,2019-09-06 07:23:13.108013,2019-09-06 07:24:49.981758,333,125
226,8,3,ออกแบบได้สร้างสรรค์,องค์ประกอบของแผนภาพยังไม่ครบ,ควรใส่องค์ประกอบของแผนภาพให้ครบถ้วน,,2019-09-06 07:24:44.07535,2019-09-06 07:39:46.358268,339,121
251,8,3,ทำงานได้ดีมาก,ลายมือให้สวยงามกว่านี้,ควรเพิ่มสีสันของงาน,,2019-09-06 07:41:08.384598,2019-09-06 07:41:54.573471,324,120
252,15,,,,,,2019-09-06 07:42:18.351574,2019-09-06 07:42:18.351574,324,168
215,5,,,,,,2019-09-06 07:23:16.670764,2019-09-06 07:23:16.670764,333,155
217,17,,,,,,2019-09-06 07:23:28.174077,2019-09-06 07:23:28.174077,330,171
216,8,3,ชิ้นงานมีความสวยงาม  ,ควรเพิ่มความละเอียดให้มากขึ้น,,ตั้งใจทำงานนะคะ  เป็นกำลังใจให้ค่ะ,2019-09-06 07:23:25.477811,2019-09-06 07:26:16.414051,327,183
219,15,,,,,,2019-09-06 07:23:44.60971,2019-09-06 07:23:44.60971,344,180
220,7,,,,,,2019-09-06 07:23:44.737588,2019-09-06 07:23:44.737588,341,169
221,4,,,,,,2019-09-06 07:23:48.637112,2019-09-06 07:23:48.637112,333,173
223,9,4,ออกแบบได้สวยาม,ลายมือยังไม่สวย,พัฒนาลายมือให้สวยงามขึ้น,,2019-09-06 07:23:57.805088,2019-09-06 07:34:04.624167,349,132
222,10,4,ออกแบบได้สวยงาม,,,,2019-09-06 07:23:52.74995,2019-09-06 07:24:01.966158,332,162
194,8,4,ออกแบบได้สวยงาม,ลายมือยังไม่สวย,พัฒนาลายมือให้สวยขึ้นและเขียนให้เป็นระเบียบ,,2019-09-06 07:22:41.383604,2019-09-06 07:24:15.557948,335,136
210,8,3,ออกแบบได้สวยงาม,องค์ประกอบของแผนภาพยังไม่ครบ,ใส่องค์ประกอบของแผนภาพให้ครบ,,2019-09-06 07:23:05.050492,2019-09-06 07:24:15.982065,337,118
185,8,4,ออกแบบได้สวยงาม,ลายมือยังไม่สวย,พัฒนาลายมือให้สวยขึ้น และเขียนให้เป็นระเบียบ,พยายามนะครับ,2019-09-06 07:22:27.416321,2019-09-06 07:24:30.869942,334,123
177,10,4,ออกแบบได้สวยงาม,ลายมือยังไม่สวย,,พยายามนะคะ เป็นกำลังใจให้ค่ะ,2019-09-06 07:20:13.201154,2019-09-06 07:24:35.298106,325,119
225,8,8,ชิ้นงานสะอาดเรียบร้อย,,,,2019-09-06 07:24:34.669416,2019-09-06 07:25:04.818107,326,124
224,3,3,สำรวจได้ชนิดของพืชที่หลากหลายกว่าเกณฑ์ที่กำหนด,เขียนสะกดคำชื่อพืชไม่ถูกถูก,ฝึกเขียนสะกดคำซ้ำๆ,สู้ ๆ นะค่ะ ฝึกเขียนฝึกอ่านบ่อยๆ,2019-09-06 07:24:32.549728,2019-09-06 07:25:24.58608,340,184
181,8,4,วาดรูปได้สวยงาม,เนื้อหาไม่สมบูรณ์,ควรเพิ่มเนื้อหาไห้มีความสมบูรณ์มากกว่านี้,ตั้งใจทำงานนะคะ,2019-09-06 07:21:11.313105,2019-09-06 07:24:33.746497,323,146
183,8,3,มีรายละเอียดครบถ้วน,ลายมือยังไม่สวย,พัฒนาลายมือให้สวยขึ้นและเขียนให้เป็นระเบียบ,พยายามนะคะ,2019-09-06 07:22:04.835408,2019-09-06 07:25:29.969932,347,133
